Accuracy,Precision,Recall,F1,MCC,AUC,Sensitivity,Specificity
0.8426339285714286,0.7753086419753087,0.8626373626373627,0.8166449934980494,0.6824701275187479,0.9067225068164918,0.8626373626373627,0.8289473684210527
0.8493303571428571,0.7622377622377622,0.9083333333333333,0.8288973384030418,0.7046801978552446,0.933903399668325,0.9083333333333333,0.8097014925373134
0.8448660714285714,0.7802469135802469,0.8633879781420765,0.8197146562905318,0.6868857874547779,0.9095783070419631,0.8633879781420765,0.8320754716981132
0.8448660714285714,0.7744360902255639,0.8631284916201117,0.8163804491413474,0.6857705035125392,0.9212788934809246,0.8631284916201117,0.8327137546468402
0.8537946428571429,0.8046272493573264,0.8505434782608695,0.8269484808454426,0.7013555430160509,0.9234601449275363,0.8505434782608695,0.8560606060606061
