================================================================================
 Deep-AMPpred Stage-2 | V6-v6: Prior-Anchored Learnable α
================================================================================
Version: v6_mtl_learnable_adaptive
Loss: LEARNABLE_ADAPTIVE=True | AUX=False
Device: cuda
Key Fix: logit-space prior | reg=0.5 | Kendall-style uncertainty
================================================================================

📋 Task Imbalance Preview & Alpha Config (V6-v6):
  Ab: pos_ratio=0.063 | target=0.25 | init_logit=-1.56 | reg=0.5
  Bs: pos_ratio=0.284 | target=0.40 | init_logit=-0.30 | reg=0.5
  Ec: pos_ratio=0.885 | target=0.65 | init_logit=+1.04 | reg=0.5
  Ef: pos_ratio=0.128 | target=0.25 | init_logit=-1.09 | reg=0.5
  Kp: pos_ratio=0.148 | target=0.25 | init_logit=-1.17 | reg=0.5
  Ml: pos_ratio=0.132 | target=0.25 | init_logit=-1.13 | reg=0.5
  Pa: pos_ratio=0.496 | target=0.65 | init_logit=+0.50 | reg=0.5
  Sa: pos_ratio=0.808 | target=0.65 | init_logit=+0.66 | reg=0.5
  Se: pos_ratio=0.192 | target=0.40 | init_logit=-0.23 | reg=0.5
  St: pos_ratio=0.156 | target=0.40 | init_logit=-0.15 | reg=0.5

######################################################################
# FOLD 1/5 | Prior-Anchored Learnable α (V6-v6)
######################################################################
  [Fold 1] Epoch  34 | Loss 0.148 | AvgMCC 0.592 | AvgAUC 0.886 | AvgGMean 0.739 | LR 0.001522 
  [Fold 1] Epoch  35 | Loss 0.142 | AvgMCC 0.602 | AvgAUC 0.887 | AvgGMean 0.758 | LR 0.001454 
  [Fold 1] Epoch  36 | Loss 0.138 | AvgMCC 0.613 | AvgAUC 0.887 | AvgGMean 0.734 | LR 0.001383 
  [Fold 1] Epoch  37 | Loss 0.139 | AvgMCC 0.615 | AvgAUC 0.891 | AvgGMean 0.757 | LR 0.001309 
  [Fold 1] Epoch  38 | Loss 0.130 | AvgMCC 0.627 | AvgAUC 0.892 | AvgGMean 0.740 | LR 0.001233 
  [Fold 1] Epoch  39 | Loss 0.129 | AvgMCC 0.631 | AvgAUC 0.893 | AvgGMean 0.763 | LR 0.001156 
  [Fold 1] Epoch  40 | Loss 0.126 | AvgMCC 0.622 | AvgAUC 0.894 | AvgGMean 0.726 | LR 0.001078 
  [Fold 1] Epoch  41 | Loss 0.123 | AvgMCC 0.639 | AvgAUC 0.899 | AvgGMean 0.752 | LR 0.001000 | α=['0.268', '0.397', '0.625', '0.267', '0.268', '0.268', '0.623', '0.624', '0.399', '0.399']
  [Fold 1] Epoch  42 | Loss 0.119 | AvgMCC 0.627 | AvgAUC 0.896 | AvgGMean 0.754 | LR 0.000922 
  [Fold 1] Epoch  43 | Loss 0.123 | AvgMCC 0.626 | AvgAUC 0.893 | AvgGMean 0.737 | LR 0.000844 
  [Fold 1] Epoch  44 | Loss 0.117 | AvgMCC 0.626 | AvgAUC 0.895 | AvgGMean 0.769 | LR 0.000767 
  [Fold 1] Epoch  45 | Loss 0.117 | AvgMCC 0.635 | AvgAUC 0.896 | AvgGMean 0.754 | LR 0.000691 
  [Fold 1] Epoch  46 | Loss 0.114 | AvgMCC 0.634 | AvgAUC 0.897 | AvgGMean 0.760 | LR 0.000617 
  [Fold 1] Epoch  47 | Loss 0.107 | AvgMCC 0.639 | AvgAUC 0.897 | AvgGMean 0.771 | LR 0.000546 
  [Fold 1] Epoch  48 | Loss 0.110 | AvgMCC 0.642 | AvgAUC 0.897 | AvgGMean 0.779 | LR 0.000478 
  [Fold 1] Epoch  49 | Loss 0.106 | AvgMCC 0.640 | AvgAUC 0.897 | AvgGMean 0.760 | LR 0.000412 
  [Fold 1] Epoch  50 | Loss 0.104 | AvgMCC 0.643 | AvgAUC 0.899 | AvgGMean 0.754 | LR 0.000351 
  [Fold 1] Epoch  51 | Loss 0.106 | AvgMCC 0.643 | AvgAUC 0.900 | AvgGMean 0.775 | LR 0.000293 | α=['0.269', '0.399', '0.625', '0.268', '0.268', '0.269', '0.625', '0.625', '0.399', '0.400']
  [Fold 1] Epoch  52 | Loss 0.100 | AvgMCC 0.648 | AvgAUC 0.900 | AvgGMean 0.782 | LR 0.000240 
  [Fold 1] Epoch  53 | Loss 0.105 | AvgMCC 0.648 | AvgAUC 0.900 | AvgGMean 0.784 | LR 0.000191 
  [Fold 1] Epoch  54 | Loss 0.102 | AvgMCC 0.648 | AvgAUC 0.900 | AvgGMean 0.778 | LR 0.000147 
  [Fold 1] Epoch  55 | Loss 0.098 | AvgMCC 0.649 | AvgAUC 0.899 | AvgGMean 0.784 | LR 0.000109 
  [Fold 1] Epoch  56 | Loss 0.103 | AvgMCC 0.648 | AvgAUC 0.900 | AvgGMean 0.782 | LR 0.000076 
  [Fold 1] Epoch  57 | Loss 0.101 | AvgMCC 0.646 | AvgAUC 0.900 | AvgGMean 0.774 | LR 0.000049 
  [Fold 1] Epoch  58 | Loss 0.103 | AvgMCC 0.648 | AvgAUC 0.900 | AvgGMean 0.776 | LR 0.000028 
  [Fold 1] Epoch  59 | Loss 0.105 | AvgMCC 0.648 | AvgAUC 0.900 | AvgGMean 0.775 | LR 0.000012 
  [Fold 1] Epoch  60 | Loss 0.101 | AvgMCC 0.648 | AvgAUC 0.900 | AvgGMean 0.775 | LR 0.000003 
  [Fold 1] Epoch  61 | Loss 0.120 | AvgMCC 0.609 | AvgAUC 0.874 | AvgGMean 0.744 | LR 0.002000 | α=['0.268', '0.399', '0.625', '0.268', '0.267', '0.269', '0.624', '0.624', '0.398', '0.400']
  [Fold 1] Epoch  62 | Loss 0.139 | AvgMCC 0.600 | AvgAUC 0.863 | AvgGMean 0.730 | LR 0.001999 
  [Fold 1] Epoch  63 | Loss 0.155 | AvgMCC 0.579 | AvgAUC 0.860 | AvgGMean 0.751 | LR 0.001997 
  [Fold 1] Epoch  64 | Loss 0.153 | AvgMCC 0.584 | AvgAUC 0.866 | AvgGMean 0.736 | LR 0.001993 
  [Fold 1] Epoch  65 | Loss 0.151 | AvgMCC 0.591 | AvgAUC 0.872 | AvgGMean 0.754 | LR 0.001988 
  [Fold 1] Epoch  66 | Loss 0.143 | AvgMCC 0.589 | AvgAUC 0.873 | AvgGMean 0.745 | LR 0.001981 
  [Fold 1] Epoch  67 | Loss 0.141 | AvgMCC 0.607 | AvgAUC 0.875 | AvgGMean 0.763 | LR 0.001972 
  [Fold 1] Epoch  68 | Loss 0.133 | AvgMCC 0.611 | AvgAUC 0.881 | AvgGMean 0.753 | LR 0.001962 
  [Fold 1] Epoch  69 | Loss 0.132 | AvgMCC 0.625 | AvgAUC 0.876 | AvgGMean 0.771 | LR 0.001951 
  [Fold 1] Epoch  70 | Loss 0.129 | AvgMCC 0.629 | AvgAUC 0.886 | AvgGMean 0.778 | LR 0.001938 
  [Fold 1] Epoch  71 | Loss 0.120 | AvgMCC 0.637 | AvgAUC 0.893 | AvgGMean 0.779 | LR 0.001924 | α=['0.268', '0.397', '0.624', '0.268', '0.267', '0.268', '0.623', '0.624', '0.399', '0.399']
  [Fold 1] Epoch  72 | Loss 0.121 | AvgMCC 0.636 | AvgAUC 0.891 | AvgGMean 0.782 | LR 0.001908 
  [Fold 1] Epoch  73 | Loss 0.123 | AvgMCC 0.632 | AvgAUC 0.886 | AvgGMean 0.764 | LR 0.001891 
  [Fold 1] Epoch  74 | Loss 0.120 | AvgMCC 0.640 | AvgAUC 0.886 | AvgGMean 0.777 | LR 0.001872 
  [Fold 1] Epoch  75 | Loss 0.120 | AvgMCC 0.638 | AvgAUC 0.879 | AvgGMean 0.772 | LR 0.001853 
  [Fold 1] Epoch  76 | Loss 0.117 | AvgMCC 0.625 | AvgAUC 0.884 | AvgGMean 0.768 | LR 0.001831 
  [Fold 1] Epoch  77 | Loss 0.107 | AvgMCC 0.641 | AvgAUC 0.885 | AvgGMean 0.769 | LR 0.001809 
  [Fold 1] Epoch  78 | Loss 0.108 | AvgMCC 0.644 | AvgAUC 0.885 | AvgGMean 0.758 | LR 0.001785 
  [Fold 1] Epoch  79 | Loss 0.110 | AvgMCC 0.645 | AvgAUC 0.890 | AvgGMean 0.755 | LR 0.001760 
  [Fold 1] Epoch  80 | Loss 0.107 | AvgMCC 0.645 | AvgAUC 0.887 | AvgGMean 0.775 | LR 0.001734 
  [Fold 1] Epoch  81 | Loss 0.108 | AvgMCC 0.647 | AvgAUC 0.887 | AvgGMean 0.767 | LR 0.001707 | α=['0.269', '0.398', '0.625', '0.268', '0.269', '0.269', '0.624', '0.625', '0.399', '0.399']
  [Fold 1] Epoch  82 | Loss 0.108 | AvgMCC 0.648 | AvgAUC 0.895 | AvgGMean 0.779 | LR 0.001679 
  [Fold 1] Epoch  83 | Loss 0.107 | AvgMCC 0.646 | AvgAUC 0.894 | AvgGMean 0.787 | LR 0.001649 
  [Fold 1] Epoch  84 | Loss 0.106 | AvgMCC 0.646 | AvgAUC 0.892 | AvgGMean 0.782 | LR 0.001619 
  [Fold 1] Epoch  85 | Loss 0.101 | AvgMCC 0.664 | AvgAUC 0.892 | AvgGMean 0.775 | LR 0.001588 
  [Fold 1] Epoch  86 | Loss 0.100 | AvgMCC 0.662 | AvgAUC 0.893 | AvgGMean 0.780 | LR 0.001556 
  [Fold 1] Epoch  87 | Loss 0.099 | AvgMCC 0.664 | AvgAUC 0.896 | AvgGMean 0.789 | LR 0.001522 
  [Fold 1] Epoch  88 | Loss 0.104 | AvgMCC 0.665 | AvgAUC 0.896 | AvgGMean 0.804 | LR 0.001489 
  [Fold 1] Epoch  89 | Loss 0.097 | AvgMCC 0.656 | AvgAUC 0.894 | AvgGMean 0.773 | LR 0.001454 
  [Fold 1] Epoch  90 | Loss 0.100 | AvgMCC 0.660 | AvgAUC 0.896 | AvgGMean 0.783 | LR 0.001419 
  [Fold 1] Epoch  91 | Loss 0.100 | AvgMCC 0.651 | AvgAUC 0.892 | AvgGMean 0.758 | LR 0.001383 | α=['0.269', '0.399', '0.626', '0.269', '0.268', '0.269', '0.625', '0.626', '0.400', '0.400']
  [Fold 1] Epoch  92 | Loss 0.096 | AvgMCC 0.662 | AvgAUC 0.895 | AvgGMean 0.785 | LR 0.001346 
  [Fold 1] Epoch  93 | Loss 0.100 | AvgMCC 0.655 | AvgAUC 0.894 | AvgGMean 0.757 | LR 0.001309 
  [Fold 1] Epoch  94 | Loss 0.105 | AvgMCC 0.672 | AvgAUC 0.896 | AvgGMean 0.782 | LR 0.001271 
  [Fold 1] Epoch  95 | Loss 0.096 | AvgMCC 0.665 | AvgAUC 0.896 | AvgGMean 0.780 | LR 0.001233 
  [Fold 1] Epoch  96 | Loss 0.099 | AvgMCC 0.662 | AvgAUC 0.896 | AvgGMean 0.774 | LR 0.001195 
  [Fold 1] Epoch  97 | Loss 0.094 | AvgMCC 0.661 | AvgAUC 0.896 | AvgGMean 0.785 | LR 0.001156 
  [Fold 1] Epoch  98 | Loss 0.101 | AvgMCC 0.661 | AvgAUC 0.898 | AvgGMean 0.781 | LR 0.001118 
  [Fold 1] Epoch  99 | Loss 0.097 | AvgMCC 0.661 | AvgAUC 0.894 | AvgGMean 0.785 | LR 0.001078 
  [Fold 1] Epoch 100 | Loss 0.094 | AvgMCC 0.663 | AvgAUC 0.893 | AvgGMean 0.775 | LR 0.001039 
